date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:23:59	34064/34064	---M-Z	200	added ('OK')	image/webp	date:Fri,%2022%20Sep%202023%2018:34:36%20GMT	https://www.dermylife.com.br/chapinha-dermylife/imgs_lateral_new/garantia-reembolso-dermylife.webp	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/imgs_lateral_new/garantia-reembolso-dermylife.webp	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:00	2990/2990	---M-Z	200	added ('OK')	image/webp	date:Tue,%2014%20May%202024%2019:58:17%20GMT	https://www.dermylife.com.br/chapinha-dermylife/botao-manual.webp	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/botao-manual.webp	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:00	10008/10008	---M-Z	200	added ('OK')	image/webp	date:Sun,%2024%20Sep%202023%2016:47:00%20GMT	https://www.dermylife.com.br/chapinha-dermylife/imgs_lateral_new/cielo-dados-dermylife.webp	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/imgs_lateral_new/cielo-dados-dermylife.webp	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:00	10498/10498	---M-Z	200	added ('OK')	image/webp	date:Sun,%2024%20Sep%202023%2016:47:02%20GMT	https://www.dermylife.com.br/chapinha-dermylife/imgs_lateral_new/tempo-entrega-dermylife.webp	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/imgs_lateral_new/tempo-entrega-dermylife.webp	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:00	38220/38220	---M-Z	200	added ('OK')	image/webp	date:Sun,%2024%20Sep%202023%2016:47:01%20GMT	https://www.dermylife.com.br/chapinha-dermylife/imgs_lateral_new/suporte-cliente-dermylife.webp	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/imgs_lateral_new/suporte-cliente-dermylife.webp	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:01	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%22679d077e-302c%22	https://www.dermylife.com.br/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:02	9322/9322	---M-Z	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2014:14:55%20GMT	https://www.dermylife.com.br/chapinha-dermylife/imgs/selos.webp	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/imgs/selos.webp	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:02	81651/81651	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2018:32:51%20GMT	https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/comment/comentario.html	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:02	26182/26182	---M-Z	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2014:11:39%20GMT	https://www.dermylife.com.br/chapinha-dermylife/imgs/forma-de-pagamento.webp	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/imgs/forma-de-pagamento.webp	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:02	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22679d077e-4d7%22	https://www.dermylife.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:02	96381/96381	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2024%20Sep%202023%2002:51:33%20GMT	https://www.dermylife.com.br/chapinha-dermylife/js/jquery-1.11.0.min.js	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/js/jquery-1.11.0.min.js	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:03	3229/3229	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2024%20Sep%202023%2001:27:13%20GMT	https://www.dermylife.com.br/chapinha-dermylife/js/jquery.lazyload-any.min.js	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/js/jquery.lazyload-any.min.js	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:03	29449/29449	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2010%20Sep%202022%2003:25:26%20GMT	https://www.dermylife.com.br/chapinha-dermylife/splide/js/splide.min.js	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/splide/js/splide.min.js	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:03	8208695/8208695	---M--	200	added ('OK')	application/pdf	date:Thu,%2016%20May%202024%2015:34:31%20GMT	https://www.dermylife.com.br/chapinha-dermylife/manual.pdf?v=1	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/manual3860.pdf	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:03	5022/5022	---M-Z	200	added ('OK')	text/css	date:Sat,%2010%20Sep%202022%2003:25:25%20GMT	https://www.dermylife.com.br/chapinha-dermylife/splide/css/splide.min.css	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/splide/css/splide.min.css	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:03	1262/1262	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Sep%202023%2002:24:41%20GMT	https://www.dermylife.com.br/chapinha-dermylife/sticky-footer.css	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/sticky-footer.css	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:05	304/304	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Feb%202025%2012:24:06%20GMT	https://www.dermylife.com.br/chapinha-dermylife/track.php	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/track.html	(from https://www.dermylife.com.br/chapinha-dermylife/?utm_campaign=LANDINGPAGE&fbclid=IwAR2hbbvLeBP7om73TEBM3G0AT9Z7mG5urJybReolGjBBtrsqR4eHg5NwzAk)
13:24:08	42883/42883	---M--	200	added ('OK')	image/jpeg	etag:%22f3097906e3becfaeb17802cf0098d8d5%22	http://images.loox.io/uploads/2024/3/12/OGK_9DQsE.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/3/12/OGK_9DQsE.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:10	24730/24730	---M--	200	added ('OK')	image/jpeg	etag:%223fe845c68b5d097a6fbcd17b8a5935da%22	http://images.loox.io/uploads/2024/2/1/MfS1B39Tc.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/2/1/MfS1B39Tc.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:10	20250/20250	---M--	200	added ('OK')	image/jpeg	etag:%22c56b167b9af674257ee7454bdab7c978%22	http://images.loox.io/uploads/2024/1/29/Q5g84i3ump.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/1/29/Q5g84i3ump.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:10	23972/23972	---M--	200	added ('OK')	image/jpeg	etag:%22e85d04faba485c0be974384f7bdf6583%22	http://images.loox.io/uploads/2024/2/1/hknq1GRJ0.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/2/1/hknq1GRJ0.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:10	18494/18494	---M--	200	added ('OK')	image/jpeg	etag:%227f11a35ac88d6b567a415423e8d9d34b%22	http://images.loox.io/uploads/2024/1/22/PDQwymjOA.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/1/22/PDQwymjOA.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:11	13926/13926	---M--	200	added ('OK')	image/jpeg	etag:%2294de1b9e77c1c8e21ee26eed118d84bb%22	http://images.loox.io/uploads/2024/1/22/-lbn9EZ3Z.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/1/22/-lbn9EZ3Z.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:13	20183/20183	---M--	200	added ('OK')	image/jpeg	etag:%22260ae510f3625fd99599df1c9e362d7e%22	http://images.loox.io/uploads/2024/1/22/VmWR9fgZOI.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/1/22/VmWR9fgZOI.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:15	26439/26439	---M--	200	added ('OK')	image/jpeg	etag:%22d9ad0b1b94ca1ec3759e16a50a43c83a%22	http://images.loox.io/uploads/2024/1/19/rUWv7A1Lp.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/1/19/rUWv7A1Lp.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:16	25478/25478	---M--	200	added ('OK')	image/jpeg	etag:%2234d8eb79596c315f72684216be8df7f0%22	http://images.loox.io/uploads/2024/1/4/5oikaa95T.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/1/4/5oikaa95T.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:16	30177/30177	---M--	200	added ('OK')	image/jpeg	etag:%222621a2b620ad85308b252c5f979e64fd%22	http://images.loox.io/uploads/2024/1/17/5Yk2JNLCc.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/1/17/5Yk2JNLCc.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:19	38064/38064	---M--	200	added ('OK')	image/jpeg	etag:%224e7beaa4b0967240a8b52681bdbef4c5%22	http://images.loox.io/uploads/2024/1/3/X9lAH44a7.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2024/1/3/X9lAH44a7.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:19	25357/25357	---M--	200	added ('OK')	image/jpeg	etag:%2272d2216e917da0dc61ee64f9e4c53e4a%22	http://images.loox.io/uploads/2023/12/10/jihJm-y5M.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2023/12/10/jihJm-y5M.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:20	21372/21372	---M--	200	added ('OK')	image/jpeg	etag:%22ff1d73042da20f4aad2a063dd7207ec2%22	http://images.loox.io/uploads/2023/11/10/dWZLq1rbIF.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2023/11/10/dWZLq1rbIF.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:23	40708/40708	---M--	200	added ('OK')	image/jpeg	etag:%224f1973e00645b2811aa06568b25f6ea9%22	http://images.loox.io/uploads/2023/11/21/yG7tCIkb4y.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2023/11/21/yG7tCIkb4y.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:24	29078/29078	---M--	200	added ('OK')	image/jpeg	etag:%221508f819567bf440116e2976ba8e40e2%22	http://images.loox.io/uploads/2023/10/30/va3y4Fmx3A.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2023/10/30/va3y4Fmx3A.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:24	20853/20853	---M--	200	added ('OK')	image/jpeg	etag:%22d4be69d2dab405d9f95791139a74f986%22	http://images.loox.io/uploads/2023/8/24/0czb-7IYZ.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2023/8/24/0czb-7IYZ.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:26	22946/22946	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Sep%202022%2018:13:40%20GMT	https://www.dermylife.com.br/chapinha-dermylife/comment/js/feed/masonry.pkgd.min.js	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/comment/js/feed/masonry.pkgd.min.js	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:26	44740/44740	---M--	200	added ('OK')	image/jpeg	etag:%22a728c19756f40faa45c7c538a953a9ae%22	http://images.loox.io/uploads/2023/9/20/vVmr6R9uB.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2023/9/20/vVmr6R9uB.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:27	29746/29746	---M--	200	added ('OK')	image/jpeg	etag:%2250368661c11d0a4fb67ad87b2e585867%22	http://images.loox.io/uploads/2023/8/24/E9-OdCAL-.jpg	C:/Users/User1/Downloads/xxz/images.loox.io/uploads/2023/8/24/E9-OdCAL-.jpg	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:27	2295/2295	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Sep%202023%2001:52:52%20GMT	https://www.dermylife.com.br/chapinha-dermylife/imgs/play.png	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/imgs/play.png	(from https://www.dermylife.com.br/chapinha-dermylife/sticky-footer.css)
13:24:27	84345/84345	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Sep%202022%2018:13:40%20GMT	https://www.dermylife.com.br/chapinha-dermylife/comment/js/admin/jquery.min.js	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/comment/js/admin/jquery.min.js	(from https://www.dermylife.com.br/chapinha-dermylife/comment/comentario.html)
13:24:27	1527/1527	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Sep%202023%2001:52:52%20GMT	https://www.dermylife.com.br/chapinha-dermylife/imgs/play-hover.png	C:/Users/User1/Downloads/xxz/www.dermylife.com.br/chapinha-dermylife/imgs/play-hover.png	(from https://www.dermylife.com.br/chapinha-dermylife/sticky-footer.css)
